type,player_numbers,score,individual,shared_score,involvement_ratio,contributed_individual_score,contributed_shared_score,importance,coherence,freshness,nonmonotone
Player8,1,0.62,0.58,0.04,1.48,0.60,-0.32,0.16,0.22,0.00,-0.70
Player1,1,0.61,0.57,0.04,0.45,0.59,1.22,0.54,0.85,0.12,-0.28
