type,player_numbers,score,individual,shared_score,involvement_ratio,contributed_individual_score,contributed_shared_score,importance,coherence,freshness,nonmonotone
Player7,1,0.46,0.22,0.32,0.39,0.62,0.90,0.65,-0.97,1.25,-0.03
Player1,1,0.45,0.20,0.32,0.33,0.52,0.84,0.49,-0.75,1.10,0.00
