type,player_numbers,score,individual,shared_score,involvement_ratio,contributed_individual_score,contributed_shared_score,importance,coherence,freshness,nonmonotone
Player9,1,0.93,0.50,0.97,0.91,0.63,0.80,0.42,0.78,0.06,-0.47
Player1,1,0.92,0.49,0.97,0.74,0.59,1.66,0.53,0.81,0.48,-0.17
