type,player_numbers,score,individual,shared_score,involvement_ratio,contributed_individual_score,contributed_shared_score,importance,coherence,freshness,nonmonotone
Player9,1,0.34,0.23,0.20,0.45,0.59,0.09,0.64,-0.90,0.35,0.00
Player1,1,0.34,0.23,0.20,0.31,0.49,0.98,0.48,-0.80,1.30,0.00
