type,player_numbers,score,individual,shared_score,involvement_ratio,contributed_individual_score,contributed_shared_score,importance,coherence,freshness,nonmonotone
Player9,1,0.88,0.50,0.71,0.92,0.69,0.64,0.37,0.55,0.11,-0.40
Player1,1,0.85,0.45,0.71,0.59,0.59,1.48,0.57,0.50,0.54,-0.14
