type,player_numbers,score,individual,shared_score,involvement_ratio,contributed_individual_score,contributed_shared_score,importance,coherence,freshness,nonmonotone
Player2,1,0.89,0.47,1.01,0.83,0.60,1.30,0.48,0.76,0.11,-0.05
Player1,1,0.89,0.47,1.01,0.74,0.59,1.26,0.55,0.43,0.42,-0.14
