type,player_numbers,score,individual,shared_score,involvement_ratio,contributed_individual_score,contributed_shared_score,importance,coherence,freshness,nonmonotone
Player1,1,0.37,0.25,0.21,0.33,0.52,0.94,0.49,-0.75,1.20,0.00
Player4,1,0.37,0.24,0.21,0.50,0.57,0.15,0.60,-0.80,0.35,0.00
