type,player_numbers,score,individual,shared_score,involvement_ratio,contributed_individual_score,contributed_shared_score,importance,coherence,freshness,nonmonotone
Player4,1,0.80,0.42,0.82,0.75,0.64,1.05,0.51,0.33,0.24,-0.03
Player1,1,0.79,0.41,0.82,0.62,0.60,1.40,0.59,0.30,0.60,-0.09
