type,player_numbers,score,individual,shared_score,involvement_ratio,contributed_individual_score,contributed_shared_score,importance,coherence,freshness,nonmonotone
Player4,1,0.92,0.48,1.09,0.86,0.60,1.26,0.48,0.73,0.14,-0.09
Player1,1,0.92,0.47,1.09,0.74,0.59,1.49,0.55,0.59,0.46,-0.13
