type,player_numbers,score,individual,shared_score,involvement_ratio,contributed_individual_score,contributed_shared_score,importance,coherence,freshness,nonmonotone
Player6,1,0.96,0.46,1.16,0.81,0.60,1.41,0.48,0.71,0.22,0.00
Player1,1,0.96,0.46,1.16,0.74,0.59,1.60,0.55,0.57,0.58,-0.10
