type,player_numbers,score,individual,shared_score,involvement_ratio,contributed_individual_score,contributed_shared_score,importance,coherence,freshness,nonmonotone
Player6,1,0.84,0.42,0.89,0.72,0.64,1.29,0.51,0.42,0.36,0.00
Player1,1,0.83,0.41,0.89,0.64,0.61,1.33,0.59,0.33,0.54,-0.13
