type,player_numbers,score,individual,shared_score,involvement_ratio,contributed_individual_score,contributed_shared_score,importance,coherence,freshness,nonmonotone
Player1,1,0.37,0.24,0.22,0.30,0.51,1.12,0.52,-0.80,1.40,0.00
Player10,1,0.37,0.24,0.22,0.50,0.57,0.15,0.60,-0.85,0.40,0.00
