type,player_numbers,score,individual,shared_score,involvement_ratio,contributed_individual_score,contributed_shared_score,importance,coherence,freshness,nonmonotone
Player1,1,0.97,0.44,1.03,0.72,0.59,1.39,0.53,0.41,0.53,-0.08
Player10,1,0.97,0.44,1.03,0.76,0.60,1.39,0.48,0.65,0.30,-0.05
