type,player_numbers,score,individual,shared_score,involvement_ratio,contributed_individual_score,contributed_shared_score,importance,coherence,freshness,nonmonotone
Player10,1,0.83,0.38,0.76,0.65,0.64,1.07,0.51,0.17,0.42,-0.03
Player1,1,0.82,0.36,0.76,0.58,0.58,1.35,0.58,0.13,0.67,-0.02
