type,player_numbers,score,individual,shared_score,involvement_ratio,contributed_individual_score,contributed_shared_score,importance,coherence,freshness,nonmonotone
Player5,1,0.15,0.63,-0.48,1.94,0.62,-0.54,0.11,0.18,0.00,-0.82
Player1,1,0.13,0.61,-0.48,0.06,0.18,0.46,0.16,0.30,0.00,0.00
