type,player_numbers,score,individual,shared_score,involvement_ratio,contributed_individual_score,contributed_shared_score,importance,coherence,freshness,nonmonotone
Player5,1,0.51,0.64,-0.14,1.21,0.84,-0.77,0.07,0.07,0.01,-0.92
Player1,1,0.37,0.51,-0.14,0.47,0.60,1.40,0.53,0.68,0.42,-0.23
