type,player_numbers,score,individual,shared_score,involvement_ratio,contributed_individual_score,contributed_shared_score,importance,coherence,freshness,nonmonotone
Player5,1,0.83,0.66,0.17,1.27,0.83,-0.27,0.19,0.20,0.04,-0.70
Player1,1,0.69,0.51,0.17,0.45,0.60,1.53,0.56,0.62,0.48,-0.13
