type,player_numbers,score,individual,shared_score,involvement_ratio,contributed_individual_score,contributed_shared_score,importance,coherence,freshness,nonmonotone
RandomPlayer,8,-0.08,0.06,-0.14,1.00,0.57,-0.21,0.39,-0.42,0.00,-0.17
BayesTreeBeamMedium,2,-0.09,0.05,-0.14,1.00,0.49,0.16,0.56,-0.40,0.00,0.00
